"ID";"ReportDate";"TotalInfringementsAmount";"global_id";"SpeedLimitInfringementsAmount";"BusLaneOffenceAmount";"TTKOffenceAmount";"ParkingOffenceAmount";"FormalizedTotalInfringements";"FormalizedSpeedLimitInfringementsAmount";"FormalizedBusLaneOffenceAmount";"FormalizedTTKOffenceAmount";"FormalizedParkingOffenceAmount";
"3106";"31.07.2021";"712592";"1146095475";"105404";"598701";"382";"8105";"66618";"61086";"562";"22";"4948";
"3107";"01.08.2021";"604072";"1149429888";"112988";"490819";"265";"0";"68282";"67782";"484";"16";"0";
"3108";"02.08.2021";"838987";"1149429889";"93364";"724038";"541";"21044";"69979";"50891";"857";"53";"18178";
"3109";"03.08.2021";"860883";"1149429890";"95140";"745394";"562";"19787";"69085";"51788";"989";"44";"16264";
"3110";"04.08.2021";"880693";"1149429891";"93600";"766068";"559";"20466";"67471";"49973";"1174";"47";"16277";
"3111";"05.08.2021";"884211";"1149429892";"85612";"786583";"593";"11423";"54462";"44444";"1215";"40";"8763";
"3112";"06.08.2021";"892642";"1149429893";"82368";"802614";"567";"7093";"51392";"42869";"1513";"44";"6966";
"3113";"07.08.2021";"674617";"1149429894";"96635";"574826";"480";"2676";"58274";"55969";"655";"28";"1622";
"3114";"08.08.2021";"589432";"1149429895";"104881";"484279";"272";"0";"62722";"62272";"429";"21";"0";
"3115";"09.08.2021";"818301";"1149429896";"94561";"703210";"527";"20003";"68683";"50496";"798";"32";"17357";
"3116";"10.08.2021";"869423";"1149429897";"88142";"770358";"593";"10330";"55336";"45795";"994";"49";"8498";
"3117";"11.08.2021";"882195";"1149429898";"64807";"804610";"580";"12198";"45286";"33772";"1278";"45";"10191";
"3118";"12.08.2021";"893016";"1149429899";"84165";"801291";"565";"6995";"50009";"44015";"1074";"43";"4877";
"3119";"13.08.2021";"892635";"1149429900";"94890";"794565";"636";"2544";"53198";"49987";"1044";"36";"2131";
"3120";"14.08.2021";"661625";"1149429901";"106623";"551255";"409";"3338";"64356";"60799";"494";"22";"3041";
"3121";"15.08.2021";"580068";"1149429902";"106157";"473569";"342";"0";"62491";"61973";"502";"16";"0";
"3122";"16.08.2021";"789126";"1149429903";"94290";"688320";"499";"6017";"55454";"48619";"1614";"35";"5186";
"3123";"17.08.2021";"834423";"1149429904";"88557";"740651";"590";"4625";"49746";"44865";"978";"43";"3860";
"3124";"18.08.2021";"877220";"1149429905";"81496";"786762";"550";"8412";"49476";"40990";"1140";"49";"7297";
"3125";"19.08.2021";"948260";"1149429906";"92136";"846754";"619";"8751";"55734";"47085";"1042";"39";"7568";
"3126";"20.08.2021";"941191";"1149429907";"95742";"843681";"605";"1163";"52206";"49934";"1241";"38";"993";
"3127";"21.08.2021";"769211";"1149429908";"104934";"658335";"408";"5534";"63030";"57639";"683";"26";"4682";
"3128";"22.08.2021";"654888";"1149429909";"112215";"542385";"288";"0";"64227";"63610";"593";"24";"0";
"3129";"23.08.2021";"903610";"1149429910";"97015";"795653";"544";"10398";"59632";"49738";"1096";"43";"8755";
"3130";"24.08.2021";"938935";"1149429911";"97236";"832434";"601";"8664";"57643";"48786";"783";"50";"8024";
"3131";"25.08.2021";"955957";"1149429912";"94817";"851164";"617";"9359";"57325";"47933";"1253";"49";"8090";
"3132";"26.08.2021";"1021768";"1149429913";"87250";"924138";"684";"9696";"54408";"44291";"1464";"57";"8596";
"3133";"27.08.2021";"1018357";"1149429914";"96574";"915339";"571";"5873";"57630";"50393";"2069";"57";"5111";
"3134";"28.08.2021";"820058";"1149429915";"105981";"709693";"396";"3988";"62203";"58557";"17";"39";"3590";
"3135";"29.08.2021";"704805";"1149429916";"112008";"592493";"304";"0";"64662";"64640";"0";"22";"0";
"3136";"30.08.2021";"993373";"1149429917";"87251";"890928";"535";"14659";"58810";"44951";"1899";"45";"11915";
"3137";"31.08.2021";"1001883";"1149429918";"95447";"892359";"635";"13442";"63139";"49247";"1887";"49";"11956";
"3138";"01.09.2021";"969523";"1237286577";"88987";"871580";"546";"8410";"52924";"43857";"1428";"40";"7599";
"3139";"02.09.2021";"1033945";"1237286578";"95281";"927779";"600";"10285";"57105";"47988";"1558";"36";"7523";
"3140";"03.09.2021";"1059675";"1237286580";"84259";"968187";"596";"6633";"51218";"43432";"2725";"46";"5015";
"3141";"04.09.2021";"850067";"1237286581";"97536";"748550";"421";"3560";"58003";"53836";"1081";"34";"3052";
"3142";"05.09.2021";"750208";"1237286582";"109850";"640061";"297";"0";"62657";"61809";"832";"16";"0";
"3143";"06.09.2021";"1004834";"1237286583";"105709";"886325";"496";"12304";"65110";"51884";"1666";"48";"11512";
"3144";"07.09.2021";"1032844";"1237286584";"91410";"929108";"658";"11668";"59810";"47184";"2543";"58";"10025";
"3145";"08.09.2021";"1032987";"1237286585";"92661";"930980";"667";"8679";"56493";"46777";"2239";"59";"7418";
"3146";"09.09.2021";"1052202";"1237286587";"95370";"947444";"597";"8791";"55488";"46536";"1504";"40";"7408";
"3147";"10.09.2021";"1075242";"1237286588";"93613";"972015";"634";"8980";"54482";"45217";"1778";"52";"7435";
"3148";"11.09.2021";"882645";"1237286589";"110294";"767965";"507";"3879";"64207";"59594";"1061";"41";"3511";
"3149";"12.09.2021";"757496";"1237286590";"112941";"644183";"372";"0";"64012";"63106";"883";"23";"0";
"3150";"13.09.2021";"994244";"1237286591";"97440";"883124";"762";"12918";"59079";"45975";"1424";"45";"11635";
"3151";"14.09.2021";"1034789";"1237286592";"92921";"929094";"751";"12023";"54497";"44764";"1432";"44";"8257";
"3152";"15.09.2021";"1096795";"1237286593";"88856";"995955";"854";"11130";"53124";"42269";"2290";"50";"8515";
"3153";"16.09.2021";"1118018";"1237286594";"86052";"1020432";"772";"10762";"50730";"40027";"2108";"68";"8527";
"3154";"17.09.2021";"1125544";"1237286595";"99919";"1016482";"723";"8420";"56698";"47827";"1292";"58";"7521";
"3155";"18.09.2021";"933813";"1237286596";"106587";"822810";"489";"3927";"61027";"56622";"806";"42";"3557";
"3156";"19.09.2021";"790338";"1237286597";"95420";"694555";"363";"0";"52066";"51377";"671";"18";"0";
"3157";"20.09.2021";"994344";"1237286598";"56597";"922602";"741";"14404";"39397";"26228";"1861";"51";"11257";
"3158";"21.09.2021";"1052469";"1237286599";"61823";"979669";"702";"10275";"39671";"29121";"1955";"57";"8538";
"3159";"22.09.2021";"1083684";"1237286600";"77975";"994664";"706";"10339";"46303";"36006";"1730";"52";"8515";
"3160";"23.09.2021";"1133724";"1237286601";"85838";"1036987";"741";"10158";"50707";"40064";"1958";"61";"8624";
"3161";"24.09.2021";"1130103";"1237286602";"101103";"1019402";"794";"8804";"59311";"50371";"1228";"74";"7638";
"3162";"25.09.2021";"947289";"1237286603";"89930";"853009";"543";"3807";"52379";"48009";"761";"52";"3557";
"3163";"26.09.2021";"784663";"1237286604";"93239";"691022";"402";"0";"52468";"51938";"499";"31";"0";
"3164";"27.09.2021";"1083034";"1237286606";"87438";"976553";"732";"18311";"58696";"41786";"1524";"58";"15328";
"3165";"28.09.2021";"1101552";"1237286607";"90313";"997687";"738";"12814";"55897";"42719";"1878";"61";"11239";
"3166";"29.09.2021";"1122819";"1237286608";"95540";"1015594";"772";"10913";"56377";"45562";"1791";"67";"8957";
"3167";"30.09.2021";"1171206";"1237286609";"88836";"1072291";"803";"9276";"50841";"41165";"1583";"65";"8028";
"3168";"01.10.2021";"1148195";"1266593765";"95754";"1048596";"747";"3098";"49397";"46341";"1482";"63";"1511";
"3169";"02.10.2021";"977463";"1266593766";"108780";"863892";"564";"4227";"63008";"59078";"742";"41";"3147";
"3170";"03.10.2021";"806234";"1266593767";"105339";"700509";"386";"0";"59022";"57889";"1099";"34";"0";
"3171";"04.10.2021";"1083288";"1266593768";"94173";"971638";"670";"16807";"62059";"44857";"1869";"36";"15297";
"3172";"05.10.2021";"1132833";"1266593769";"93234";"1028308";"728";"10563";"54052";"44216";"1470";"41";"8325";
"3173";"06.10.2021";"1112968";"1266593770";"90843";"1011682";"832";"9611";"51331";"42217";"1408";"85";"7621";
"3174";"07.10.2021";"1147714";"1266593771";"90204";"1047381";"884";"9245";"51996";"42222";"2175";"72";"7527";
"3175";"08.10.2021";"1154948";"1266593772";"91375";"1055215";"955";"7403";"52642";"43799";"2336";"84";"6423";
"3176";"09.10.2021";"1004286";"1266593773";"103734";"896437";"633";"3482";"58060";"54139";"757";"39";"3125";
"3177";"10.10.2021";"839592";"1266593774";"105457";"733689";"446";"0";"57725";"57059";"646";"20";"0";
"3178";"11.10.2021";"1019461";"1266593775";"87917";"919133";"725";"11686";"53145";"40476";"1359";"53";"11257";
"3179";"12.10.2021";"1087136";"1266593776";"93078";"989039";"794";"4225";"48007";"43163";"1264";"57";"3523";
"3180";"13.10.2021";"1142691";"1266593777";"88760";"1047115";"915";"5901";"49419";"41936";"1890";"82";"5511";
"3181";"14.10.2021";"1167232";"1266593778";"71586";"1088543";"912";"6191";"39515";"32684";"1268";"70";"5493";
"3182";"15.10.2021";"1212729";"1266593779";"86570";"1117932";"870";"7357";"50852";"42724";"1514";"76";"6538";
"3183";"16.10.2021";"1072624";"1266593780";"107279";"960774";"599";"3972";"60056";"55720";"758";"51";"3527";
"3184";"17.10.2021";"883315";"1266593781";"112491";"770397";"427";"0";"61126";"60554";"549";"23";"0";
"3185";"18.10.2021";"1143795";"1266593782";"87159";"1046658";"723";"9255";"49602";"39234";"1749";"61";"8558";
"3186";"19.10.2021";"1147695";"1266593783";"88236";"1049304";"875";"9280";"51609";"41522";"1459";"86";"8542";
"3187";"20.10.2021";"1165810";"1266593784";"81289";"1074451";"857";"9213";"49062";"38838";"1544";"85";"8595";
"3188";"21.10.2021";"1201547";"1266593785";"82846";"1108492";"937";"9272";"47306";"36791";"1912";"86";"8517";
"3189";"22.10.2021";"1202100";"1266593786";"91331";"1102448";"858";"7463";"48936";"40532";"1558";"89";"6757";
"3190";"23.10.2021";"1054182";"1266593787";"98719";"950949";"637";"3877";"55307";"50940";"766";"56";"3545";
"3191";"24.10.2021";"869521";"1266593788";"84215";"784906";"400";"0";"44679";"44081";"570";"28";"0";
"3192";"25.10.2021";"1113032";"1266593789";"81984";"1020918";"733";"9397";"54876";"41501";"4704";"59";"8612";
"3193";"26.10.2021";"1202632";"1266593790";"84319";"1108378";"804";"9131";"62487";"47335";"6699";"65";"8388";
"3194";"27.10.2021";"1267654";"1266593791";"88393";"1169044";"967";"9250";"65236";"49202";"7428";"96";"8510";
"3195";"28.10.2021";"1035686";"1266593792";"79261";"946191";"778";"9456";"56392";"43197";"4621";"61";"8513";
"3196";"29.10.2021";"1055564";"1266593793";"95367";"948884";"775";"10538";"68161";"53745";"4616";"67";"9733";
"3197";"30.10.2021";"804149";"1266593794";"102703";"696978";"524";"3944";"70765";"63575";"3543";"39";"3608";
"3198";"31.10.2021";"673996";"1266593795";"105506";"568111";"379";"0";"70585";"68026";"2545";"14";"0";
"3199";"02.11.2021";"862815";"1303766457";"86433";"762164";"775";"13443";"66089";"50540";"2960";"54";"12535";
"3200";"03.11.2021";"943788";"1303766853";"80206";"854920";"833";"7829";"56407";"45109";"4213";"57";"7028";
"3201";"04.11.2021";"714960";"1303767140";"101928";"612562";"470";"0";"65437";"62814";"2598";"25";"0";
"3202";"05.11.2021";"651962";"1303767513";"88928";"562549";"485";"0";"56535";"53948";"2556";"31";"0";
"3203";"06.11.2021";"670470";"1303767833";"99731";"570353";"386";"0";"64468";"62050";"2393";"25";"0";
"3204";"07.11.2021";"617386";"1303768184";"94639";"522445";"302";"0";"63999";"61220";"2754";"25";"0";
"3205";"08.11.2021";"1048596";"1303768474";"67192";"967229";"783";"13392";"54416";"37112";"4737";"50";"12517";
"3206";"09.11.2021";"1058454";"1303768845";"65560";"980706";"903";"11285";"52015";"36556";"5258";"73";"10128";
"3207";"10.11.2021";"1133492";"1303769171";"80201";"1044101";"843";"8347";"58204";"44469";"5643";"71";"8021";
"3208";"11.11.2021";"1123570";"1303769448";"52214";"1061382";"880";"9094";"42178";"28174";"6402";"81";"7521";
"3209";"12.11.2021";"1032763";"1303769757";"53019";"973173";"816";"5755";"38666";"29260";"5217";"77";"4112";
"3210";"13.11.2021";"932781";"1303770053";"71568";"856495";"675";"4043";"51621";"43167";"4872";"54";"3528";
"3211";"14.11.2021";"823554";"1303770298";"79820";"743254";"480";"0";"53610";"48851";"4709";"50";"0";
"3212";"15.11.2021";"1085342";"1303770572";"67355";"1004464";"756";"12767";"53571";"36313";"4677";"65";"12516";
"3213";"16.11.2021";"1140157";"1303770850";"73371";"1055058";"846";"10882";"55567";"39758";"5613";"68";"10128";
"3214";"17.11.2021";"1181129";"1303771166";"82001";"1089562";"897";"8669";"57808";"44661";"5043";"84";"8020";
"3215";"18.11.2021";"1143511";"1303771460";"74048";"1060379";"939";"8145";"53447";"40385";"5440";"100";"7522";
"3216";"19.11.2021";"1189181";"1303771734";"66266";"1117269";"843";"4803";"45936";"35946";"5792";"86";"4112";
"3217";"20.11.2021";"915648";"1303772049";"61465";"849658";"602";"3923";"45912";"37281";"5043";"60";"3528";
"3218";"21.11.2021";"834865";"1303772426";"81808";"752634";"423";"0";"54773";"51012";"3735";"26";"0";
"3219";"22.11.2021";"1115528";"1303772719";"69431";"1032397";"736";"12964";"54138";"36963";"4608";"49";"12518";
"3220";"23.11.2021";"1210178";"1303773029";"70215";"1128426";"869";"10668";"52627";"36524";"5993";"82";"10028";
"3221";"24.11.2021";"1144103";"1303773312";"52689";"1081878";"912";"8624";"38829";"27455";"3281";"75";"8018";
"3222";"25.11.2021";"1136518";"1303773605";"56496";"1071144";"871";"8007";"41775";"29645";"4528";"84";"7518";
"3223";"26.11.2021";"1152401";"1303773877";"64483";"1084880";"794";"2244";"39719";"33464";"4508";"89";"1658";
"3224";"27.11.2021";"971503";"1303774126";"73632";"894660";"625";"2586";"50642";"43562";"4714";"57";"2309";
"3225";"28.11.2021";"832753";"1303774397";"78232";"754127";"394";"0";"51088";"47412";"3649";"27";"0";
"3226";"29.11.2021";"1077931";"1303774658";"64844";"1002241";"746";"10100";"46941";"33781";"3569";"68";"9523";
"3227";"30.11.2021";"858400";"1303774953";"30462";"816523";"687";"10728";"28444";"16080";"2723";"48";"9593";
"3228";"01.11.2021";"871209";"1304536844";"94915";"762540";"690";"13064";"70311";"54695";"2974";"55";"12587";
"3229";"01.12.2021";"741124";"2256646971";"9986";"722927";"753";"7458";"11328";"4716";"0";"45";"6567";
"3230";"02.12.2021";"919064";"2256646972";"27547";"881602";"830";"9085";"23492";"13246";"2593";"68";"7585";
"3231";"03.12.2021";"881646";"2256646973";"42912";"831436";"817";"6481";"31085";"22407";"3053";"66";"5559";
"3232";"04.12.2021";"851539";"2256646974";"43006";"803060";"596";"4877";"31315";"24357";"3495";"41";"3422";
"3233";"05.12.2021";"500977";"2256646975";"32106";"468488";"383";"0";"20464";"18102";"2346";"16";"0";
"3234";"06.12.2021";"889297";"2256646977";"31568";"847352";"712";"9665";"25667";"14913";"2204";"45";"8505";
"3235";"07.12.2021";"447954";"2256646978";"22360";"415522";"718";"9354";"19687";"11133";"0";"34";"8520";
"3236";"08.12.2021";"996299";"2256646979";"40680";"946687";"823";"8109";"30849";"19779";"3434";"60";"7576";
"3237";"09.12.2021";"850106";"2256646981";"29693";"813431";"874";"6108";"24245";"14831";"4274";"64";"5076";
"3238";"10.12.2021";"806084";"2256646982";"31628";"768738";"786";"4932";"24384";"15921";"4285";"47";"4131";
"3239";"11.12.2021";"671334";"2256646983";"38841";"631819";"674";"0";"25977";"22618";"3315";"44";"0";
"3240";"12.12.2021";"408723";"2256646984";"24960";"383349";"414";"0";"17289";"14793";"2475";"21";"0";
"3241";"13.12.2021";"567240";"2256646986";"16569";"539116";"654";"10901";"19471";"8232";"1253";"41";"9945";
"3242";"14.12.2021";"363831";"2256646987";"15773";"337402";"839";"9817";"17299";"7538";"926";"39";"8796";
"3243";"15.12.2021";"769160";"2256646988";"25709";"737682";"904";"4865";"17394";"11832";"1116";"60";"4386";
"3244";"16.12.2021";"747511";"2256646990";"27648";"714064";"971";"4828";"19330";"14547";"648";"69";"4066";
"3245";"17.12.2021";"900435";"2256646991";"46134";"853088";"976";"237";"25327";"24138";"1015";"71";"103";
"3246";"18.12.2021";"769827";"2256646992";"35659";"725608";"673";"7887";"27307";"20169";"570";"47";"6521";
"3247";"19.12.2021";"461260";"2256646993";"25313";"435411";"536";"0";"15580";"15136";"414";"30";"0";
"3248";"20.12.2021";"706790";"2256646995";"9114";"696083";"836";"757";"4724";"4363";"280";"59";"22";
"3249";"21.12.2021";"746576";"2256646996";"14304";"718211";"866";"13195";"20313";"6955";"741";"58";"12559";
"3250";"22.12.2021";"781224";"2256646997";"18708";"753435";"816";"8265";"17559";"9044";"903";"78";"7534";
"3251";"23.12.2021";"833162";"2256646998";"24748";"802638";"859";"4917";"17537";"12299";"1075";"68";"4095";
"3252";"24.12.2021";"801816";"2256647000";"24217";"771401";"798";"5400";"17725";"12014";"941";"49";"4721";
"3253";"25.12.2021";"505186";"2256647001";"5554";"495708";"524";"3400";"6399";"2921";"477";"31";"2970";
"3254";"26.12.2021";"402272";"2256647002";"14595";"387217";"460";"0";"8199";"7872";"308";"19";"0";
"3255";"27.12.2021";"702204";"2256647003";"17369";"670594";"775";"13466";"20940";"8259";"761";"33";"11887";
"3256";"28.12.2021";"823030";"2256647004";"23789";"793339";"905";"4997";"17335";"11695";"1217";"53";"4370";
"3257";"29.12.2021";"824534";"2256647005";"25012";"798616";"837";"69";"14046";"12789";"1130";"60";"67";
"3258";"30.12.2021";"747386";"2256647006";"27857";"710847";"612";"8070";"21982";"14230";"1054";"25";"6673";
"3259";"31.12.2021";"384332";"2256647007";"44042";"340040";"250";"0";"26916";"26603";"301";"12";"0";
"3260";"01.01.2022";"251348";"2347668093";"41206";"209988";"154";"0";"25280";"25229";"48";"3";"0";
"3261";"02.01.2022";"290685";"2347668094";"34623";"255882";"180";"0";"21256";"21052";"196";"8";"0";
"3262";"03.01.2022";"387516";"2347668095";"49796";"337412";"308";"0";"29450";"29172";"270";"8";"0";
"3263";"04.01.2022";"418944";"2347668096";"46963";"371537";"444";"0";"27276";"27005";"248";"23";"0";
"3264";"05.01.2022";"344595";"2347668097";"20279";"323918";"398";"0";"10975";"10908";"55";"12";"0";
"3265";"06.01.2022";"430689";"2347668098";"42988";"387234";"467";"0";"25981";"25749";"220";"12";"0";
"3266";"07.01.2022";"390564";"2347668099";"41126";"349110";"328";"0";"24869";"24620";"243";"6";"0";
"3267";"08.01.2022";"452444";"2347668100";"44004";"407970";"470";"0";"26578";"26276";"284";"18";"0";
"3268";"09.01.2022";"396933";"2347668101";"43923";"352633";"377";"0";"26625";"26442";"172";"11";"0";
"3269";"10.01.2022";"472971";"2347668102";"8923";"453814";"606";"9628";"12886";"4288";"25";"17";"8556";
"3270";"11.01.2022";"550397";"2347668103";"20709";"523274";"773";"5641";"15486";"9879";"424";"30";"5153";
"3271";"12.01.2022";"629307";"2347668104";"24250";"598681";"722";"5654";"17637";"11591";"679";"0";"5367";
"3272";"13.01.2022";"625889";"2347668105";"21366";"601364";"690";"2469";"12838";"10321";"408";"26";"2083";
"3273";"14.01.2022";"636856";"2347668106";"26710";"609416";"730";"0";"15242";"15023";"183";"36";"0";
"3274";"15.01.2022";"469753";"2347668107";"27166";"442003";"584";"0";"16698";"16226";"449";"23";"0";
"3275";"16.01.2022";"451740";"2347668108";"48753";"402605";"382";"0";"28630";"28593";"27";"10";"0";
"3276";"17.01.2022";"588252";"2347668109";"15813";"563865";"611";"7963";"14249";"7242";"15";"27";"6965";
"3277";"18.01.2022";"499690";"2347668110";"11218";"480853";"551";"7068";"10577";"4331";"11";"22";"6213";
"3278";"19.01.2022";"608411";"2347668111";"32723";"569054";"668";"5966";"17337";"13113";"19";"29";"4176";
"3279";"20.01.2022";"655178";"2347668112";"30447";"618237";"741";"5753";"16601";"12115";"10";"30";"4446";
"3280";"21.01.2022";"579232";"2347668113";"10951";"560602";"668";"7011";"9584";"4306";"6";"31";"5241";
"3281";"22.01.2022";"379512";"2347668114";"13195";"361489";"476";"4352";"9509";"5970";"2";"14";"3523";
"3282";"23.01.2022";"353861";"2347668115";"40029";"313458";"374";"0";"19846";"19830";"1";"15";"0";
"3283";"24.01.2022";"577996";"2347668116";"35284";"527291";"632";"14789";"29682";"17029";"362";"24";"12267";
"3284";"25.01.2022";"593285";"2347668117";"31815";"553614";"659";"7197";"22420";"15757";"375";"20";"6268";
"3285";"26.01.2022";"508822";"2347668118";"16114";"484870";"623";"7215";"14043";"7616";"240";"14";"6173";
"3286";"27.01.2022";"615911";"2347668119";"37160";"571294";"648";"6809";"25881";"19095";"607";"22";"6157";
"3287";"28.01.2022";"558756";"2347668120";"14818";"537458";"588";"5892";"11826";"6619";"116";"23";"5068";
"3288";"29.01.2022";"415742";"2347668121";"22692";"391500";"495";"1055";"14667";"13341";"263";"9";"1054";
"3289";"30.01.2022";"369488";"2347668122";"36639";"332414";"435";"0";"22551";"22355";"187";"9";"0";
"3290";"31.01.2022";"473210";"2347668123";"20404";"452189";"617";"0";"10742";"10429";"291";"22";"0";
"3291";"01.02.2022";"567395";"2361468028";"33654";"532857";"884";"0";"18257";"17858";"366";"33";"0";
"3292";"02.02.2022";"641827";"2361468029";"41392";"591632";"828";"7975";"28909";"21447";"285";"54";"7123";
"3293";"03.02.2022";"666875";"2361468030";"43720";"613927";"866";"8362";"30505";"22705";"409";"37";"7354";
"3294";"04.02.2022";"687662";"2361468031";"42890";"637918";"747";"6107";"29236";"23280";"665";"34";"5257";
"3295";"05.02.2022";"575885";"2361468032";"56632";"514729";"612";"3912";"37962";"33932";"403";"20";"3607";
"3296";"06.02.2022";"399710";"2361468033";"21153";"378102";"455";"0";"12193";"12169";"9";"15";"0";
"3297";"07.02.2022";"551309";"2361468034";"24154";"517837";"682";"8636";"21088";"12826";"218";"26";"8018";
"3298";"08.02.2022";"720311";"2361468035";"44851";"668053";"779";"6628";"31531";"24789";"650";"59";"6033";
"3299";"09.02.2022";"788941";"2361468036";"52712";"728706";"770";"6753";"36373";"29535";"787";"36";"6015";
"3300";"10.02.2022";"797870";"2361468037";"51342";"739070";"813";"6645";"34498";"27749";"654";"44";"6051";
"3301";"11.02.2022";"849518";"2361468038";"56479";"785995";"852";"6192";"37614";"31237";"723";"55";"5599";
"3302";"12.02.2022";"705548";"2361468039";"65710";"635188";"786";"3864";"44207";"40087";"521";"26";"3573";
"3303";"13.02.2022";"565255";"2361468040";"74241";"490511";"503";"0";"47379";"47050";"318";"11";"0";
"3304";"14.02.2022";"849326";"2361468041";"66364";"773475";"707";"8780";"46044";"37282";"683";"41";"8038";
"3305";"15.02.2022";"896397";"2361468042";"65465";"823595";"727";"6610";"42385";"35486";"841";"31";"6027";
"3306";"16.02.2022";"942760";"2361468043";"71333";"863772";"863";"6792";"46538";"39438";"966";"53";"6081";
"3307";"17.02.2022";"960095";"2361468044";"62017";"890545";"869";"6664";"41045";"33898";"1046";"48";"6053";
"3308";"18.02.2022";"947487";"2361468045";"62864";"877718";"861";"6044";"42699";"36264";"833";"55";"5547";
"3309";"19.02.2022";"759445";"2361468046";"64641";"690287";"621";"3896";"43743";"39657";"491";"39";"3556";
"3310";"20.02.2022";"661670";"2361468047";"79970";"581206";"494";"0";"52706";"52107";"574";"25";"0";
"3311";"21.02.2022";"916534";"2361468048";"65871";"841076";"789";"8798";"45577";"36642";"810";"49";"8076";
"3312";"22.02.2022";"997185";"2361468049";"68457";"921126";"873";"6729";"46056";"38783";"1150";"55";"6068";
"3313";"23.02.2022";"677132";"2361468050";"84659";"592001";"472";"0";"51228";"50761";"446";"21";"0";
"3314";"24.02.2022";"926652";"2361468051";"78486";"840614";"782";"6770";"49158";"42423";"574";"36";"6125";
"3315";"25.02.2022";"996122";"2361468052";"74185";"914976";"723";"6238";"47573";"40925";"992";"43";"5613";
"3316";"26.02.2022";"832762";"2361468053";"86325";"742018";"546";"3873";"54798";"50611";"562";"37";"3588";
"3317";"27.02.2022";"697195";"2361468054";"97840";"598984";"371";"0";"59634";"59221";"389";"24";"0";
"3318";"28.02.2022";"982437";"2361468055";"72077";"900897";"735";"8728";"48109";"39056";"932";"48";"8073";
"3319";"01.03.2022";"971646";"2363643138";"73911";"890469";"702";"6564";"48067";"40948";"1009";"36";"6074";
"3320";"02.03.2022";"1052005";"2363643139";"78703";"966122";"726";"6454";"50207";"42873";"1203";"52";"6079";
"3321";"03.03.2022";"1059560";"2363643140";"77139";"975205";"769";"6447";"49117";"41970";"1037";"66";"6044";
"3322";"04.03.2022";"1037774";"2363643141";"76181";"953958";"813";"6822";"48843";"41575";"906";"58";"6304";
"3323";"05.03.2022";"1060797";"2363643142";"80707";"972953";"781";"6356";"52881";"45589";"1173";"58";"6061";
"3324";"06.03.2022";"779656";"2363643143";"93932";"685323";"401";"0";"56438";"55951";"461";"26";"0";
"3325";"07.03.2022";"692830";"2363643144";"90870";"601603";"357";"0";"55050";"54734";"297";"19";"0";
"3326";"08.03.2022";"480050";"2363643145";"44333";"435403";"314";"0";"28148";"27933";"206";"9";"0";
"3327";"09.03.2022";"798319";"2363643146";"53957";"735179";"619";"8564";"36717";"28094";"528";"32";"8063";
"3328";"10.03.2022";"930732";"2363643147";"63462";"860047";"718";"6505";"40325";"33586";"623";"48";"6068";
"3329";"11.03.2022";"972931";"2363643148";"71070";"894484";"796";"6581";"44874";"38046";"705";"54";"6069";
"3330";"12.03.2022";"846062";"2363643149";"77018";"764680";"597";"3767";"48209";"44079";"513";"34";"3583";
"3331";"13.03.2022";"672506";"2363643150";"88164";"583984";"358";"0";"52494";"52130";"345";"19";"0";
"3332";"14.03.2022";"870730";"2363643151";"68960";"790692";"628";"10450";"46549";"36132";"590";"53";"9774";
"3333";"15.03.2022";"913569";"2363643152";"75630";"830591";"689";"6659";"48412";"41276";"1018";"50";"6068";
"3334";"16.03.2022";"1034318";"2363643153";"91476";"935532";"739";"6571";"60068";"52866";"1054";"53";"6095";
"3335";"17.03.2022";"1041240";"2363643154";"99816";"933863";"791";"6770";"70138";"62987";"1010";"48";"6093";
"3336";"18.03.2022";"1062803";"2363643155";"96292";"959678";"679";"6154";"63212";"56472";"1107";"44";"5589";
"3337";"19.03.2022";"894667";"2363643156";"111160";"779495";"475";"3537";"76721";"72492";"671";"25";"3533";
"3338";"20.03.2022";"751395";"2363643157";"124982";"626040";"373";"0";"87524";"86836";"664";"24";"0";
"3339";"21.03.2022";"966694";"2363643158";"105508";"851790";"753";"8643";"75352";"66220";"1009";"60";"8063";
"3340";"22.03.2022";"1027680";"2363643159";"117518";"900213";"723";"9226";"87118";"78004";"997";"59";"8058";
"3341";"23.03.2022";"1079815";"2363643160";"122274";"947575";"730";"9236";"91483";"82208";"1179";"39";"8057";
"3342";"24.03.2022";"1093061";"2363643161";"124755";"958028";"764";"9514";"90508";"80452";"1143";"55";"8858";
"3343";"25.03.2022";"1160318";"2363643162";"129523";"1023611";"823";"6361";"91251";"84221";"1117";"51";"5862";
"3344";"26.03.2022";"909217";"2363643163";"116027";"788401";"568";"4221";"84314";"79868";"826";"35";"3585";
"3345";"27.03.2022";"573401";"2363643164";"84367";"488734";"300";"0";"59228";"58932";"277";"19";"0";
"3346";"28.03.2022";"838443";"2363643165";"58889";"769950";"635";"8969";"44450";"36005";"364";"34";"8047";
"3347";"29.03.2022";"885612";"2363643166";"76891";"798761";"760";"9200";"57108";"48429";"583";"41";"8055";
"3348";"30.03.2022";"985475";"2363643167";"96288";"879680";"782";"8725";"67127";"58283";"742";"48";"8054";
"3349";"31.03.2022";"1025256";"2363643168";"86366";"928840";"842";"9208";"60950";"51816";"909";"59";"8166";
