"ID";"ReportDate";"TotalInfringementsAmount";"global_id";"SpeedLimitInfringementsAmount";"BusLaneOffenceAmount";"TTKOffenceAmount";"ParkingOffenceAmount";"FormalizedTotalInfringements";"FormalizedSpeedLimitInfringementsAmount";"FormalizedBusLaneOffenceAmount";"FormalizedTTKOffenceAmount";"FormalizedParkingOffenceAmount";
"568";"20.08.2014";"181232";"2755510";"106572";"71414";"2390";"856";"26309";"22999";"2115";"1036";"159";
"569";"21.08.2014";"190033";"2755511";"119648";"65170";"4630";"585";"27083";"23006";"2316";"1377";"384";
"570";"22.08.2014";"186360";"2755512";"119334";"67003";"22";"1";"26362";"24118";"2243";"1";"0";
"571";"23.08.2014";"179039";"2755513";"123050";"50445";"5544";"0";"26499";"24261";"2238";"0";"0";
"572";"24.08.2014";"195030";"2755514";"59961";"129317";"4681";"1071";"26384";"21108";"2125";"2965";"186";
"573";"25.08.2014";"206540";"2755515";"116858";"84656";"3605";"1421";"26689";"23162";"2337";"1035";"155";
"574";"26.08.2014";"194522";"2755516";"107738";"84003";"1727";"1054";"26860";"24024";"2205";"297";"334";
"575";"27.08.2014";"198604";"2755517";"73229";"120992";"3283";"1100";"25756";"23353";"2157";"0";"246";
"576";"28.08.2014";"210904";"2755518";"98304";"108525";"3109";"966";"26430";"22353";"2217";"1596";"264";
"577";"29.08.2014";"223533";"2755519";"119712";"99773";"3688";"360";"26940";"23534";"2256";"896";"254";
"578";"30.08.2014";"185701";"2755520";"81299";"101587";"2815";"0";"27247";"23930";"2267";"1050";"0";
"579";"31.08.2014";"183971";"2755521";"122795";"58136";"3040";"0";"26218";"23871";"2216";"131";"0";
"580";"01.09.2014";"200108";"2787792";"83683";"112925";"3226";"274";"26425";"22232";"2217";"1783";"193";
"581";"02.09.2014";"232562";"2787793";"97749";"131314";"2833";"666";"27050";"23815";"2324";"582";"329";
"582";"03.09.2014";"186531";"2787794";"88131";"94733";"3044";"623";"26760";"23243";"2311";"888";"318";
"583";"04.09.2014";"180322";"2787795";"126300";"50545";"3064";"413";"26473";"23824";"2242";"213";"194";
"584";"05.09.2014";"191684";"2787796";"114447";"72997";"3808";"432";"26544";"21914";"2311";"2084";"235";
"585";"06.09.2014";"213587";"2787797";"82350";"127385";"3287";"565";"26663";"23302";"2244";"838";"279";
"586";"07.09.2014";"174719";"2787798";"89607";"81994";"3118";"0";"26280";"23058";"2204";"1018";"0";
"587";"08.09.2014";"193982";"2787799";"106568";"84640";"2378";"396";"26603";"23617";"2218";"453";"315";
"588";"09.09.2014";"216549";"2787800";"100413";"112833";"2546";"757";"26642";"23161";"2273";"781";"427";
"589";"10.09.2014";"212490";"2787801";"61774";"146341";"3134";"1241";"27412";"23678";"2254";"744";"736";
"590";"11.09.2014";"191509";"2787802";"128214";"58956";"2862";"1477";"27111";"23053";"2217";"992";"849";
"591";"12.09.2014";"181745";"2787803";"102470";"75489";"2661";"1125";"27371";"23539";"2219";"932";"681";
"592";"13.09.2014";"189728";"2787804";"77051";"108733";"3054";"890";"26693";"23456";"2211";"492";"534";
"593";"14.09.2014";"188526";"2787805";"82641";"102258";"3627";"0";"26336";"22933";"2261";"1142";"0";
"594";"15.09.2014";"176607";"2787806";"84031";"90452";"1179";"945";"27219";"24063";"2269";"503";"384";
"595";"16.09.2014";"202947";"2787807";"93744";"103508";"1558";"4137";"28052";"23869";"2223";"435";"1525";
"596";"17.09.2014";"198857";"2787808";"124815";"69424";"2613";"2005";"27064";"23019";"2238";"779";"1028";
"597";"18.09.2014";"217018";"2787809";"110013";"101621";"3401";"1983";"27286";"23253";"2270";"783";"980";
"598";"19.09.2014";"196795";"2787810";"84500";"108099";"3177";"1019";"27365";"23694";"2278";"847";"546";
"599";"20.09.2014";"164527";"2787811";"39699";"120935";"3305";"588";"26920";"23861";"2237";"522";"300";
"600";"21.09.2014";"186688";"2787812";"75583";"107471";"3634";"0";"26797";"23323";"2239";"1235";"0";
"601";"22.09.2014";"150965";"2787813";"119659";"26131";"2558";"2617";"27755";"24072";"2223";"118";"1342";
"602";"23.09.2014";"187862";"2787814";"100358";"82336";"2882";"2286";"27607";"23263";"2396";"833";"1115";
"603";"24.09.2014";"164861";"2787815";"95764";"63287";"3297";"2513";"28046";"23998";"2100";"710";"1238";
"604";"25.09.2014";"193585";"2787816";"92205";"95174";"3753";"2453";"26889";"22207";"2243";"1239";"1200";
"605";"26.09.2014";"236350";"2787817";"97021";"133935";"2938";"2456";"27597";"23577";"2264";"549";"1207";
"606";"27.09.2014";"201822";"2787818";"85392";"112214";"3310";"906";"27396";"23717";"2225";"936";"518";
"607";"28.09.2014";"182746";"2787819";"59794";"119851";"3101";"0";"26385";"23033";"2226";"1126";"0";
"608";"29.09.2014";"190931";"2787820";"82728";"103567";"2664";"1972";"27177";"23286";"2263";"704";"924";
"609";"30.09.2014";"195523";"2787821";"173978";"17244";"2171";"2130";"27380";"23985";"2270";"128";"997";
"610";"01.10.2014";"208034";"2977507";"112680";"89909";"3665";"1780";"27707";"23518";"2330";"980";"879";
"611";"02.10.2014";"199505";"2977508";"69073";"124920";"2877";"2635";"27465";"23378";"2206";"681";"1200";
"612";"03.10.2014";"234983";"2977509";"78376";"152338";"2550";"1719";"27070";"23199";"2178";"898";"795";
"613";"04.10.2014";"211143";"2977510";"104026";"102186";"3256";"1675";"27247";"23578";"2274";"547";"848";
"614";"05.10.2014";"172614";"2977511";"113243";"56278";"3093";"0";"26307";"23214";"2226";"867";"0";
"615";"06.10.2014";"177650";"2977512";"89725";"84611";"2501";"813";"27005";"23658";"2210";"663";"474";
"616";"07.10.2014";"190463";"2977513";"92381";"93460";"1656";"2966";"27713";"23427";"2208";"602";"1476";
"617";"08.10.2014";"177181";"2977514";"89373";"82317";"3385";"2106";"27561";"23629";"2245";"547";"1140";
"618";"09.10.2014";"165685";"2977515";"66510";"94860";"3110";"1205";"25176";"21521";"2193";"827";"635";
"619";"10.10.2014";"173563";"2977516";"58802";"108195";"3473";"3093";"27767";"23295";"2427";"540";"1505";
"620";"11.10.2014";"148805";"2977517";"118667";"25775";"2989";"1374";"24708";"20443";"2234";"1274";"757";
"621";"12.10.2014";"120075";"2977518";"113713";"3128";"3234";"0";"18046";"15206";"2258";"582";"0";
"622";"13.10.2014";"182340";"2977519";"87199";"89945";"2619";"2577";"28373";"24226";"2283";"474";"1390";
"623";"14.10.2014";"164742";"2977520";"71804";"88398";"2176";"2364";"27591";"23597";"2340";"489";"1165";
"624";"15.10.2014";"166059";"2977521";"63699";"96881";"3064";"2415";"27617";"23032";"2228";"1109";"1248";
"625";"16.10.2014";"176606";"2977522";"68821";"102872";"3582";"1331";"27161";"23569";"2255";"626";"711";
"626";"17.10.2014";"149309";"2977523";"45732";"98232";"3074";"2271";"18384";"14382";"2249";"577";"1176";
"627";"18.10.2014";"68973";"2977524";"58671";"5576";"3110";"1616";"20173";"16335";"2249";"689";"900";
"628";"19.10.2014";"75712";"2977525";"68733";"3722";"3257";"0";"18756";"15747";"2261";"748";"0";
"629";"20.10.2014";"121331";"2977526";"28766";"88111";"2712";"1742";"14557";"11007";"2238";"413";"899";
"630";"21.10.2014";"139923";"2977527";"41332";"94795";"2113";"1683";"14630";"11298";"2216";"272";"844";
"631";"22.10.2014";"129478";"2977528";"32336";"92758";"3062";"1322";"13117";"9706";"2228";"514";"669";
"632";"23.10.2014";"139437";"2977529";"30599";"103488";"2578";"2772";"13794";"9245";"2259";"831";"1459";
"633";"24.10.2014";"157387";"2977530";"48736";"103410";"3283";"1958";"14302";"10365";"2259";"642";"1036";
"634";"25.10.2014";"76729";"2977531";"65556";"7552";"2910";"711";"16006";"12767";"2254";"599";"386";
"635";"26.10.2014";"103945";"2977532";"97619";"3341";"2985";"0";"15944";"12837";"2246";"861";"0";
"636";"27.10.2014";"171574";"2977533";"66863";"100324";"2349";"2038";"16758";"12864";"2221";"581";"1092";
"637";"28.10.2014";"162988";"2977534";"62205";"96075";"2332";"2376";"17105";"12859";"2225";"584";"1437";
"638";"29.10.2014";"168044";"2977535";"58839";"104341";"2374";"2490";"17200";"12723";"2295";"592";"1590";
"639";"30.10.2014";"178219";"2977536";"66935";"106243";"2638";"2403";"17075";"12800";"2282";"493";"1500";
"640";"31.10.2014";"162391";"2977537";"56292";"101739";"1854";"2506";"16787";"12548";"2309";"418";"2506";
"641";"01.11.2014";"125501";"4068576";"97816";"23093";"3836";"756";"20732";"16915";"2509";"877";"431";
"642";"02.11.2014";"107329";"4068577";"101211";"3358";"2760";"0";"20152";"17346";"2247";"559";"0";
"643";"03.11.2014";"91919";"4068578";"85386";"4561";"1972";"0";"16239";"13637";"2233";"369";"0";
"644";"04.11.2014";"101161";"4068579";"95011";"4048";"2102";"0";"18245";"15554";"2205";"486";"0";
"645";"05.11.2014";"177476";"4068580";"72011";"101127";"1833";"2505";"21199";"16885";"2588";"185";"1541";
"646";"06.11.2014";"129974";"4068581";"49026";"79459";"1489";"0";"13435";"10953";"2237";"245";"0";
"647";"07.11.2014";"116326";"4068582";"23566";"87887";"1876";"2997";"15638";"10945";"2416";"285";"1992";
"648";"08.11.2014";"78927";"4068583";"67724";"7862";"2637";"704";"15514";"12246";"2234";"630";"404";
"649";"09.11.2014";"126387";"4068584";"117349";"6765";"2273";"0";"15408";"12777";"2248";"383";"0";
"650";"10.11.2014";"186750";"4068585";"63483";"118947";"1539";"2781";"16498";"12293";"2281";"227";"1697";
"651";"11.11.2014";"202544";"4068586";"53535";"145884";"1551";"1574";"15666";"12002";"2646";"177";"841";
"652";"12.11.2014";"114848";"4068587";"25710";"85198";"2140";"1800";"10620";"6752";"2313";"534";"1021";
"653";"13.11.2014";"103473";"4068588";"29106";"70703";"2184";"1480";"9340";"5732";"2533";"248";"827";
"654";"14.11.2014";"119873";"4068589";"30485";"83018";"2109";"4261";"14053";"8554";"2551";"263";"2685";
"655";"15.11.2014";"64518";"4068590";"44175";"16609";"2629";"1105";"13983";"10368";"2533";"489";"593";
"656";"16.11.2014";"63550";"4068591";"53929";"7270";"2351";"0";"14627";"11699";"2435";"493";"0";
"657";"17.11.2014";"122981";"4068592";"37741";"82272";"2459";"509";"17327";"12208";"4396";"401";"322";
"658";"18.11.2014";"115839";"4068593";"29215";"82930";"2012";"1682";"15643";"9013";"5275";"342";"1013";
"659";"19.11.2014";"113740";"4068594";"25363";"83696";"3122";"1559";"10853";"6092";"3537";"288";"936";
"660";"20.11.2014";"112269";"4068595";"25297";"79213";"6071";"1688";"12253";"6362";"2287";"2609";"995";
"661";"21.11.2014";"112722";"4068596";"23535";"83891";"3715";"1581";"12893";"6304";"4758";"840";"991";
"662";"22.11.2014";"50004";"4068597";"43929";"2101";"2548";"1426";"16687";"14915";"518";"496";"758";
"663";"23.11.2014";"46563";"4068598";"44131";"0";"2432";"0";"12137";"11659";"0";"478";"0";
"664";"24.11.2014";"110337";"4068599";"32540";"75296";"2167";"334";"6363";"4144";"1480";"511";"228";
"665";"25.11.2014";"130557";"4068600";"38301";"89604";"1846";"806";"7823";"4255";"2871";"323";"374";
"666";"26.11.2014";"139228";"4068601";"42703";"91352";"2476";"2697";"9781";"4496";"3391";"242";"1652";
"667";"27.11.2014";"124398";"4068602";"31764";"88114";"2452";"2068";"8202";"3829";"3049";"26";"1298";
"668";"28.11.2014";"138862";"4068603";"40822";"93410";"2900";"1730";"10790";"5532";"3379";"811";"1068";
"669";"29.11.2014";"55592";"4068604";"47934";"3304";"2581";"1773";"10071";"8671";"3";"392";"1005";
"670";"30.11.2014";"75341";"4068605";"72827";"0";"2514";"0";"12227";"11807";"0";"420";"0";
"671";"01.12.2014";"31198";"5819694";"28797";"67197";"2049";"352";"4298";"3980";"2026";"101";"217";
"672";"02.12.2014";"21516";"5819695";"17423";"85451";"2050";"2043";"3482";"1632";"1823";"588";"1262";
"673";"03.12.2014";"25613";"5819696";"21597";"81623";"2227";"1789";"5604";"4083";"3604";"410";"1111";
"674";"04.12.2014";"51713";"5819697";"48455";"80043";"1754";"1504";"7728";"6531";"2586";"317";"880";
"675";"05.12.2014";"33567";"5819698";"29711";"77842";"2024";"1832";"5124";"3698";"2945";"281";"1145";
"676";"06.12.2014";"44534";"5819699";"40821";"1104";"2370";"1343";"7628";"6150";"1";"616";"862";
"677";"07.12.2014";"17135";"5819700";"15235";"0";"1900";"0";"3188";"2773";"0";"415";"0";
"678";"08.12.2014";"46926";"5819701";"43991";"63750";"1747";"1188";"4346";"3517";"1211";"237";"592";
"679";"09.12.2014";"29579";"5819702";"27070";"63838";"958";"1551";"3844";"2821";"1405";"126";"897";
"680";"10.12.2014";"16524";"5819703";"13414";"49161";"1770";"1340";"2705";"1511";"673";"402";"792";
"681";"11.12.2014";"14183";"5819704";"11713";"60758";"1498";"972";"2710";"1876";"934";"285";"549";
"682";"12.12.2014";"21744";"5819705";"19936";"57297";"836";"972";"1691";"1019";"199";"125";"547";
"683";"13.12.2014";"39095";"5819706";"36987";"1438";"1371";"737";"4450";"3822";"0";"221";"407";
"684";"14.12.2014";"41410";"5819707";"40401";"0";"1009";"0";"7527";"7373";"0";"154";"0";
"685";"15.12.2014";"20643";"5819708";"18804";"68470";"1361";"478";"5146";"4657";"1838";"211";"278";
"686";"16.12.2014";"38328";"5819709";"36386";"65832";"1080";"862";"4099";"3380";"1290";"167";"552";
"687";"17.12.2014";"34058";"5819710";"31803";"68896";"1506";"749";"3175";"2449";"1189";"262";"464";
"688";"18.12.2014";"19551";"5819711";"18080";"67171";"777";"694";"3200";"2683";"1551";"104";"413";
"689";"19.12.2014";"36297";"5819712";"33219";"91525";"2140";"938";"6780";"6131";"3270";"160";"489";
"690";"20.12.2014";"62669";"5819713";"60320";"5345";"1731";"618";"8399";"7743";"0";"276";"380";
"691";"21.12.2014";"50366";"5819714";"48469";"0";"1897";"0";"6659";"6327";"0";"332";"0";
"692";"22.12.2014";"31456";"5819715";"29438";"79890";"1477";"541";"6589";"6110";"2052";"233";"246";
"693";"23.12.2014";"22397";"5819716";"20530";"76950";"1113";"754";"5327";"4716";"2725";"157";"454";
"694";"24.12.2014";"30411";"5819717";"27664";"78841";"1697";"1050";"3697";"2861";"3387";"281";"555";
"695";"25.12.2014";"14702";"5819718";"12533";"60097";"1344";"825";"1108";"381";"9";"227";"500";
"696";"26.12.2014";"16505";"5819719";"14969";"77459";"1337";"199";"1658";"1296";"2904";"253";"109";
"697";"27.12.2014";"15071";"5819720";"13971";"215";"735";"365";"3028";"2780";"0";"27";"221";
"698";"28.12.2014";"30320";"5819721";"29041";"0";"1279";"0";"4315";"4029";"0";"286";"0";
"699";"29.12.2014";"17314";"5819722";"15854";"72815";"1057";"403";"2502";"2055";"2594";"208";"239";
"700";"30.12.2014";"21650";"5819723";"19402";"75749";"885";"1363";"3081";"2236";"2549";"154";"691";
"701";"31.12.2014";"11020";"5819724";"9003";"26914";"554";"1463";"2569";"1815";"838";"105";"649";
"702";"01.01.2015";"53476";"6579747";"14086";"37615";"1775";"0";"2251";"2022";"25";"204";"0";
"703";"02.01.2015";"57712";"6579748";"57050";"0";"662";"0";"6630";"6630";"0";"0";"0";
"704";"03.01.2015";"81206";"6579749";"80536";"0";"670";"0";"14464";"14269";"0";"195";"0";
"705";"04.01.2015";"41925";"6579750";"41087";"0";"838";"0";"13809";"13754";"0";"55";"0";
"706";"05.01.2015";"17542";"6579751";"16638";"0";"904";"0";"4620";"4494";"0";"126";"0";
"707";"06.01.2015";"19432";"6579752";"18569";"0";"863";"0";"4434";"4289";"0";"145";"0";
"708";"07.01.2015";"34279";"6579753";"33296";"0";"983";"0";"8252";"8073";"0";"179";"0";
"709";"08.01.2015";"23269";"6579754";"22334";"0";"935";"0";"6842";"6674";"0";"168";"0";
"710";"09.01.2015";"2895";"6579755";"2071";"0";"824";"0";"231";"109";"0";"122";"0";
"711";"10.01.2015";"9023";"6579756";"8541";"0";"482";"0";"271";"173";"0";"98";"0";
"712";"11.01.2015";"17369";"6579757";"17369";"0";"0";"0";"189";"189";"0";"0";"0";
"713";"12.01.2015";"3288";"6579758";"1360";"1928";"0";"0";"0";"0";"0";"0";"0";
"714";"13.01.2015";"80285";"6579759";"40039";"35922";"3268";"1056";"5468";"4784";"9";"292";"383";
"715";"14.01.2015";"147324";"6579760";"51415";"93953";"22";"1934";"7499";"5471";"1047";"0";"981";
"716";"15.01.2015";"111501";"6579761";"36358";"70714";"1663";"2766";"10435";"7108";"1302";"235";"1790";
"717";"16.01.2015";"103226";"6579762";"31910";"69531";"1785";"0";"13295";"10649";"2388";"258";"0";
"718";"17.01.2015";"49748";"6579763";"39032";"6757";"1805";"2154";"9052";"7234";"1";"317";"1500";
"719";"18.01.2015";"42043";"6579764";"40336";"0";"1707";"0";"4050";"3660";"0";"390";"0";
"720";"19.01.2015";"110859";"6579765";"35144";"71550";"1311";"2854";"10619";"6919";"1540";"259";"1901";
"721";"20.01.2015";"124686";"6579766";"41916";"78797";"1279";"2694";"15909";"11978";"2017";"116";"1798";
"722";"21.01.2015";"117161";"6579767";"34133";"78838";"1679";"2511";"13203";"8949";"2363";"271";"1620";
"723";"22.01.2015";"119438";"6579768";"34304";"81227";"2027";"1880";"9473";"6002";"1779";"414";"1278";
"724";"23.01.2015";"99504";"6579769";"18087";"78192";"2000";"1225";"4400";"2570";"688";"390";"752";
"725";"24.01.2015";"13415";"6579770";"10965";"893";"1557";"0";"3338";"3025";"0";"313";"0";
"726";"25.01.2015";"29705";"6579771";"28039";"0";"1666";"0";"8398";"8174";"0";"224";"0";
"727";"26.01.2015";"86577";"6579772";"16178";"69484";"915";"0";"4143";"2740";"1249";"154";"0";
"728";"27.01.2015";"82074";"6579773";"12093";"66791";"1034";"2156";"5089";"2459";"979";"177";"1474";
"729";"28.01.2015";"97449";"6579774";"15452";"76838";"1683";"3476";"8964";"4612";"1605";"348";"2399";
"730";"29.01.2015";"95064";"6579775";"18990";"72111";"1032";"2931";"7532";"4286";"1143";"144";"1959";
"731";"30.01.2015";"93941";"6579776";"18123";"71843";"1420";"2555";"4713";"2127";"678";"215";"1693";
"732";"31.01.2015";"35972";"6579777";"33330";"0";"1330";"1312";"6851";"5738";"0";"213";"900";
"733";"01.02.2015";"48107";"13433486";"46729";"0";"1378";"0";"17724";"17502";"0";"222";"0";
"734";"02.02.2015";"123978";"13433487";"38175";"82306";"1349";"2148";"15799";"12030";"2262";"124";"1383";
"735";"03.02.2015";"87145";"13433488";"16053";"63885";"1277";"5930";"6711";"2010";"654";"147";"3900";
"736";"04.02.2015";"96339";"13433489";"16003";"72785";"1707";"5844";"7927";"2823";"883";"325";"3896";
"737";"05.02.2015";"98782";"13433490";"13664";"80034";"1150";"3934";"7909";"3371";"1709";"162";"2667";
"738";"06.02.2015";"115732";"13433491";"23079";"88661";"1514";"2478";"10828";"6263";"2618";"252";"1695";
"739";"07.02.2015";"35530";"13433492";"30603";"0";"1474";"3453";"9203";"6716";"0";"108";"2379";
"740";"08.02.2015";"42133";"13433493";"40227";"0";"1906";"0";"8683";"8189";"0";"494";"0";
"741";"09.02.2015";"105375";"13433494";"20336";"82497";"1243";"1299";"9293";"6183";"2023";"215";"872";
"742";"10.02.2015";"110926";"13433495";"21536";"84955";"1134";"3301";"10821";"5735";"2806";"97";"2183";
"743";"11.02.2015";"124031";"13433496";"25116";"94743";"1688";"2484";"8610";"4631";"1869";"414";"1696";
"744";"12.02.2015";"121974";"13433497";"26091";"91846";"1580";"2457";"8261";"4638";"1626";"340";"1657";
"745";"13.02.2015";"106101";"13433498";"21484";"80468";"1706";"2443";"8674";"4570";"2113";"399";"1592";
"746";"14.02.2015";"44363";"13433499";"40202";"0";"1762";"2399";"10878";"8965";"0";"257";"1656";
"747";"15.02.2015";"35571";"13433500";"34043";"0";"1528";"0";"4019";"3705";"0";"314";"0";
"748";"16.02.2015";"113066";"13433501";"25434";"84431";"1021";"2180";"9509";"5757";"2002";"225";"1525";
"749";"17.02.2015";"122310";"13433502";"27864";"90752";"1676";"2018";"12579";"7613";"3430";"213";"1323";
"750";"18.02.2015";"128306";"13433503";"31558";"92058";"1594";"3096";"13912";"8034";"3503";"265";"2110";
"751";"19.02.2015";"121852";"13433504";"25026";"91984";"1805";"3037";"9911";"5508";"1649";"249";"2505";
"752";"20.02.2015";"124459";"13433505";"25862";"94102";"1857";"2638";"8527";"4288";"1929";"144";"2166";
"753";"21.02.2015";"41471";"13433506";"36448";"0";"1988";"3035";"14150";"10843";"0";"665";"2642";
"754";"22.02.2015";"51019";"13433507";"48777";"0";"1943";"299";"13601";"13059";"0";"252";"290";
"755";"23.02.2015";"44881";"13433508";"43444";"0";"1437";"0";"8628";"8388";"0";"240";"0";
"756";"24.02.2015";"112634";"13433509";"26375";"83679";"1133";"1447";"8349";"5303";"1567";"222";"1257";
"757";"25.02.2015";"149102";"13433510";"33879";"111729";"1041";"2453";"18201";"11566";"4421";"97";"2117";
"758";"26.02.2015";"146922";"13433511";"34016";"108286";"1702";"2918";"15385";"9574";"3132";"267";"2412";
"759";"27.02.2015";"137305";"13433512";"29480";"103278";"1936";"2611";"11475";"5595";"3181";"396";"2303";
"760";"28.02.2015";"50821";"13433513";"45610";"0";"2126";"3085";"9856";"6649";"0";"520";"2687";
"761";"01.03.2015";"48244";"13729942";"45517";"0";"1890";"837";"13908";"12639";"0";"432";"837";
"762";"02.03.2015";"136958";"13729943";"32641";"101359";"1668";"1290";"14346";"10647";"2409";"178";"1112";
"763";"03.03.2015";"154466";"13729944";"36380";"114126";"1380";"2580";"13697";"8239";"3098";"176";"2184";
"764";"04.03.2015";"154889";"13729945";"33949";"116052";"1989";"2899";"11637";"6128";"2422";"635";"2452";
"765";"05.03.2015";"133867";"13729946";"34792";"94182";"2360";"2533";"17210";"10475";"4065";"529";"2141";
"766";"06.03.2015";"204703";"13729947";"40877";"159136";"2322";"2368";"16302";"5283";"8553";"476";"1990";
"767";"07.03.2015";"76590";"13729948";"73315";"0";"2274";"1001";"21443";"20061";"0";"468";"914";
"768";"08.03.2015";"82849";"13729949";"79965";"0";"2241";"643";"19923";"18742";"0";"558";"623";
"769";"09.03.2015";"75788";"13729950";"73357";"0";"2431";"0";"25771";"25365";"0";"406";"0";
"770";"10.03.2015";"167072";"13729951";"48489";"115177";"1512";"1894";"20144";"14029";"4335";"255";"1525";
"771";"11.03.2015";"166232";"13729952";"45597";"116470";"1530";"2635";"15483";"9595";"3626";"10";"2252";
"772";"12.03.2015";"157461";"13729953";"46011";"106381";"2406";"2663";"16693";"9285";"4449";"726";"2233";
"773";"13.03.2015";"172273";"13729954";"61246";"105321";"2864";"2842";"25794";"17527";"5212";"649";"2406";
"774";"14.03.2015";"83975";"13729955";"79817";"0";"2714";"1444";"17348";"15564";"0";"514";"1270";
"775";"15.03.2015";"106220";"13729956";"103643";"0";"2577";"0";"24315";"23740";"0";"575";"0";
"776";"16.03.2015";"139297";"13729957";"51031";"84245";"186";"3835";"22214";"15410";"3535";"47";"3222";
"777";"17.03.2015";"169211";"13729958";"70246";"91094";"4095";"3776";"27616";"19211";"4351";"754";"3300";
"778";"18.03.2015";"175286";"13729959";"47469";"121566";"2569";"3682";"13122";"3629";"5776";"595";"3122";
"779";"19.03.2015";"207672";"13729960";"70490";"130923";"2549";"3710";"26740";"19770";"3755";"8";"3207";
"780";"20.03.2015";"173364";"13729961";"56901";"110298";"2715";"3450";"20752";"11696";"5181";"967";"2908";
"781";"21.03.2015";"76424";"13729962";"71838";"0";"3583";"1003";"15983";"13971";"0";"1142";"870";
"782";"22.03.2015";"114586";"13729963";"111344";"0";"3242";"0";"22124";"21425";"0";"699";"0";
"783";"23.03.2015";"181387";"13729964";"60647";"114173";"2632";"3935";"28347";"22218";"2195";"585";"3349";
"784";"24.03.2015";"148380";"13729965";"32499";"111790";"128";"3963";"25551";"17287";"4698";"39";"3527";
"785";"25.03.2015";"150817";"13729966";"43057";"99495";"4159";"4106";"20937";"11523";"4802";"1058";"3554";
"786";"26.03.2015";"160256";"13729967";"58343";"94214";"2508";"5191";"19141";"9705";"4334";"604";"4498";
"787";"27.03.2015";"191872";"13729968";"59790";"123866";"2328";"5888";"21724";"10704";"5269";"779";"4972";
"788";"28.03.2015";"87691";"13729969";"83327";"0";"2354";"2010";"14776";"12803";"0";"175";"1798";
"789";"29.03.2015";"139695";"13729970";"136827";"0";"2868";"0";"25653";"24637";"0";"1016";"0";
"790";"30.03.2015";"135612";"13729971";"60696";"69522";"2324";"3070";"29312";"24251";"1759";"602";"2700";
"791";"31.03.2015";"185162";"13729972";"52109";"129948";"1949";"1156";"21440";"14899";"5035";"452";"1054";
"793";"02.04.2015";"121784";"14023820";"22351";"92821";"2459";"4153";"12956";"5300";"3343";"725";"3588";
"794";"03.04.2015";"141390";"14023821";"31172";"104331";"2057";"3830";"13473";"6179";"3552";"462";"3280";
"795";"04.04.2015";"69091";"14023822";"64033";"0";"2181";"2877";"24203";"21361";"0";"442";"2400";
"796";"05.04.2015";"82108";"14023823";"80349";"0";"1759";"0";"26225";"25898";"0";"327";"0";
"797";"06.04.2015";"115810";"14023824";"38705";"71705";"2129";"3271";"15210";"10249";"1703";"390";"2868";
"798";"07.04.2015";"185596";"14023825";"58656";"121756";"1277";"3907";"16202";"8110";"4572";"177";"3343";
"799";"08.04.2015";"185102";"14023826";"63433";"115693";"2652";"3324";"19984";"13302";"3441";"436";"2805";
"800";"09.04.2015";"158014";"14023827";"48065";"108052";"447";"1450";"14259";"7903";"4712";"447";"1197";
"801";"10.04.2015";"165048";"14023828";"35061";"123798";"5084";"1105";"13876";"7369";"4788";"765";"954";
"802";"11.04.2015";"75938";"14023829";"70742";"0";"3038";"2158";"22414";"19430";"0";"1000";"1984";
"803";"12.04.2015";"155120";"14023830";"152194";"0";"2926";"0";"21572";"21373";"0";"199";"0";
"804";"13.04.2015";"175663";"14023831";"83104";"86741";"2514";"3304";"39134";"30176";"5066";"907";"2985";
"805";"14.04.2015";"187645";"14023832";"82244";"99887";"2196";"3318";"39709";"31432";"5173";"438";"2666";
"806";"15.04.2015";"163889";"14023833";"68168";"89602";"2439";"3680";"38872";"32642";"3000";"571";"2659";
"807";"16.04.2015";"164241";"14023834";"60888";"97076";"2551";"3726";"27058";"19056";"4461";"657";"2884";
"808";"17.04.2015";"134755";"14023835";"49303";"79360";"2755";"3337";"25055";"18207";"3813";"586";"2449";
"809";"18.04.2015";"63548";"14023836";"60305";"0";"3243";"0";"16436";"15333";"0";"1103";"0";
"810";"19.04.2015";"80644";"14023837";"77723";"0";"2921";"0";"26657";"25836";"0";"821";"0";
"811";"20.04.2015";"164893";"14023838";"60567";"101238";"749";"2339";"33122";"22371";"8880";"159";"1712";
"812";"21.04.2015";"136273";"14023839";"51055";"80089";"489";"4640";"31293";"22106";"4987";"140";"4060";
"813";"22.04.2015";"122578";"14023840";"42027";"74995";"725";"4831";"19327";"10624";"4267";"153";"4283";
"814";"23.04.2015";"110628";"14023841";"37552";"69204";"1440";"2432";"17195";"11360";"3329";"382";"2124";
"815";"24.04.2015";"122323";"14023842";"38453";"79844";"1119";"2907";"19021";"12551";"3817";"225";"2428";
"816";"25.04.2015";"46692";"14023843";"43714";"0";"1097";"1881";"11364";"9507";"0";"303";"1554";
"817";"26.04.2015";"88251";"14023844";"87163";"0";"1088";"0";"31802";"31477";"0";"325";"0";
"818";"27.04.2015";"140410";"14023845";"69230";"68677";"1655";"848";"35561";"31515";"2858";"374";"814";
"819";"28.04.2015";"145454";"14023846";"66285";"76684";"1762";"723";"29308";"24161";"4022";"420";"705";
"820";"29.04.2015";"123270";"14023847";"63414";"54995";"2126";"2735";"29172";"23016";"2981";"790";"2385";
"821";"30.04.2015";"124248";"14023848";"54373";"64575";"2818";"2482";"24494";"17502";"4017";"823";"2152";
